N,P,K,ph,Soiltype,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,latitude,longitude,label
88,46,42,6.604993475,Alluvial,22.68319059,83.46358271,194.2651719,0.6815,0.7494,0.9872,0.9082,17.7142,23.8801,29.2236,23.3939,14.3118,19.3435,23.5528,18.8572,19.1264,38.8842,100.3216,34.5463,75.0,0.029489,178.319238,25.34185,83.986124,rice
93,47,37,6.500343222000001,Alluvial,21.53346343,82.14004101,295.9248796,0.6439,0.7324,0.9824,0.8896,16.6381,23.115,28.7536,23.7556,13.4081,18.8084,23.3702,19.4489,32.8765,63.6898,142.9636,55.8942,567.0,0.22264,323.200637,23.603074,83.990078,rice
60,55,45,5.935745417000001,Clay,21.40865769,83.32931909999998,287.5766935000001,0.691,0.7559,1.0028,0.9091,17.3706,22.761,28.4783,22.4478,14.1593,18.4793,23.1262,18.1661,31.5262,59.2222,143.9967,56.954,440.0,0.44948,168.976142,22.159783,80.18541,rice
78,35,44,7.072655622,Clay,26.54348085,84.67353597,183.6222657,0.6764,0.7639,1.0004,0.9216,20.0565,27.3189,35.2975,28.341,16.075,22.0102,28.6616,23.0323,16.385,39.5085,89.8319,36.2752,78.0,0.012264,341.695725,26.61663,84.043556,rice
65,37,40,5.333322606,Clay,23.35905428,83.59512273,188.413665,0.6591,0.7463,1.0075,0.9218,18.6703,23.86,29.8623,24.8033,15.1664,19.1882,24.0225,20.1314,19.0521,38.3223,94.1676,40.411,115.0,0.06193,162.083902,26.766806,81.721155,rice
71,54,16,5.7499144210000015,Alluvial,22.61359953,63.69070564,87.75953857,0.5052,0.5737,0.7577,0.6882,17.8708,24.0159,29.3294,24.6191,14.4788,19.4932,23.676,20.0963,9.0205,17.6331,41.0746,16.1661,585.0,0.06959,356.258977,18.176056,74.404323,maize
61,44,17,6.931756557999999,Alluvial,26.10018422,71.57476937,102.2662445,0.5815,0.6374,0.8803,0.7937,20.1947,28.0291,33.8388,27.5601,16.2797,22.809,27.3138,22.3401,9.6367,21.0112,48.7579,21.2808,742.0,0.559641,116.374201,19.454048,81.058716,maize
80,43,16,6.657964753,Alluvial,23.55882094,71.59351368,66.71995467,0.5714,0.654,0.8454,0.7795,18.4599,24.6633,30.6422,26.0266,14.9261,19.9515,24.7525,21.3149,6.7596,17.765,33.1834,16.6222,376.0,0.433829,298.187778,20.88834,77.764695,maize
73,58,21,6.596060648,Loamy,19.97215954,57.68272924,60.65171481,0.4559,0.5154,0.682,0.6349,16.5669,21.785,25.9226,20.3588,13.5711,17.7905,20.9296,16.3644,7.2031,11.7232,29.0273,10.5904,624.0,0.01746,138.979849,19.830217,80.777379,maize
61,38,20,5.970458434,Alluvial,18.47891261,62.69503871,65.43835393,0.486,0.5443,0.7402,0.6826,14.669,19.8196,24.8674,19.6124,11.8972,16.1238,20.2477,15.9166,7.2056,13.8358,36.0643,12.9761,511.0,0.008689,335.726611,18.87835,81.059646,maize
68,41,16,6.158830619,Sandy loam,21.77689322,57.80840636,102.0861694,0.4632,0.522,0.6847,0.6468,17.4285,22.4054,28.5266,23.4838,14.1619,18.05,23.0823,19.1284,11.2861,17.5898,49.572,21.6355,291.0,0.040263,317.027729,21.547573,80.110854,maize
93,41,17,6.047906679,Loamy,25.6217169,66.50415474,105.4654703,0.5289,0.6217,0.795,0.7386,19.6309,26.9737,33.7245,26.8266,15.7877,21.8493,27.3191,21.7022,12.9727,21.8797,52.9998,23.0065,575.0,0.138302,224.109179,18.293436,77.204653,maize
89,60,19,5.913664501,Loamy,25.19192419,66.69029010000001,78.06639649,0.5202,0.5892,0.8252,0.7344,19.4456,26.7055,33.2587,26.8708,15.6669,21.6671,26.9607,21.8324,4.1342,11.3075,39.0211,15.4155,609.0,0.057603,132.753669,20.132535,75.557242,maize
76,44,17,5.855442401,Loamy,20.41683147,62.55424820000001,65.27798457,0.4975,0.5563,0.7431,0.6884,16.5378,21.5985,26.7096,20.9884,13.4753,17.5152,21.6054,16.9051,7.0626,15.0397,33.712,13.0374,543.0,0.021111,295.425767,19.979006,74.588254,maize
67,60,25,5.750254943,Sandy loam,24.92162194,66.78627406,109.2162279,0.539,0.615,0.7883,0.7286,20.1687,26.5766,32.7148,26.0151,16.4305,21.5923,26.4844,21.0308,10.8716,22.9589,52.4779,21.4693,226.0,0.081591,353.82673,19.5383,80.115233,maize
70,44,19,5.852607099,Sandy loam,23.31689124,73.4541537,94.29712821,0.5929,0.6617,0.88,0.8233,18.3904,24.726,30.1338,24.7827,14.8928,20.0626,24.3045,20.1193,9.2887,14.9085,44.7292,21.2969,327.0,0.827804,0.087764,17.517486,81.912726,maize
90,49,21,6.4725232870000005,Sandy loam,24.84016732,68.3584573,74.05474936,0.5618,0.6091,0.822,0.7563,19.4549,25.9136,32.4086,26.0837,15.7289,20.9456,26.1986,21.1157,7.7028,14.206,37.3485,17.1922,187.0,0.157104,79.766541,21.123588,74.950488,maize
62,52,16,6.9670577620000005,Loamy,22.27526694,58.84015925,63.87020584,0.4559,0.5159,0.6881,0.6415,18.0165,23.8562,28.6512,23.7686,14.6753,19.4011,23.0824,19.3136,1.2792,12.3245,33.018,7.592,448.0,0.003533,241.03884,23.775745,77.15123,maize
92,44,16,6.082973754,Loamy,18.87751445,65.76816093,94.76189431,0.5301,0.5918,0.7795,0.7232,14.5929,19.9131,24.8365,19.7421,11.7613,16.1376,20.1171,15.9666,6.5184,20.111,49.7741,17.0858,259.0,0.093863,335.485801,22.154075,76.712682,maize
66,54,21,5.919045532,Alluvial,25.19008683,60.200168700000006,72.12375573,0.4728,0.5281,0.7203,0.6561,19.6156,27.3054,33.7976,26.9695,15.837,22.2674,27.5001,21.9315,6.8665,11.1976,34.7237,18.0768,375.0,0.010507,253.116933,23.450537,80.039721,maize
63,58,22,6.204747652999999,Alluvial,18.25405352,55.28220433,63.72358154,0.4374,0.505,0.679,0.6127,14.714,18.8639,24.6093,18.79,11.9759,15.2131,20.0458,15.1392,10.687,13.3433,31.9258,11.3893,607.0,0.351699,34.249376,16.791521,78.07298,maize
70,47,17,6.600827017,Sandy loam,24.612911800000006,70.4162444,104.1626147,0.5647,0.6203,0.8384,0.7864,20.3894,25.9359,32.9047,26.1119,16.6974,21.0133,26.7514,21.1893,9.6856,18.8893,49.9875,22.2704,550.0,1.453628,164.152631,19.500701,74.362427,maize
61,41,17,6.021902237000001,Loamy,25.1420613,65.26185135,76.68456006,0.5145,0.5841,0.7887,0.7114,20.2974,27.1498,33.6631,27.4817,16.5261,22.1214,27.3775,22.4533,4.8248,14.8352,39.2541,17.1926,532.0,0.362243,47.380924,16.233327,76.664326,maize
66,53,19,6.033550195,Alluvial,23.09348056,60.11593810000001,65.49730729,0.4836,0.5464,0.713,0.6818,18.2146,24.5021,30.1277,23.265,14.7506,19.8834,24.3543,18.6463,9.6067,15.2445,30.659,10.893,458.0,0.198777,51.326894,19.263697,77.655908,maize
74,55,19,6.28886807,Sandy loam,18.05033737,62.89366992,84.23613484,0.5004,0.5746,0.7575,0.6967,14.104,19.3607,23.6075,19.7565,11.3965,15.7507,19.0949,16.1465,9.0384,15.6811,41.6207,18.317,387.0,0.003025,130.051241,20.456345,78.124046,maize
77,57,21,6.550563822999999,Sandy loam,24.9321581,73.80435276,79.74078719,0.6022,0.6682,0.8915,0.8149,19.9655,25.5304,32.4591,26.1894,16.2257,20.5439,26.2261,21.203,8.3361,14.6454,42.347,19.3526,493.0,0.109086,316.755176,17.951693,78.904545,maize
99,50,15,5.573286437,Alluvial,18.14710054,71.09445342,88.07753741,0.5948,0.6474,0.8599,0.7799,14.4112,18.1741,24.4629,18.4423,11.6892,14.5447,19.9262,14.8129,9.9388,18.3778,43.7619,15.9145,8.0,0.053926,5.694375,16.462518,81.924926,maize
74,56,22,6.829199275,Sandy loam,18.28362235,66.65952796,80.97573281,0.5392,0.588,0.7938,0.7254,14.1081,19.3951,24.5956,19.2051,11.3655,15.7384,20.0247,15.5484,11.4374,17.0844,40.2198,17.4917,340.0,0.154235,265.802151,21.653874,76.393875,maize
83,45,21,5.716222912,Loamy,18.83344471,58.75082029,79.75328959999999,0.4742,0.536,0.701,0.6321,14.7709,19.5564,25.5824,20.2414,11.9458,15.7897,20.874,16.4747,6.2003,15.205,40.326,12.429,104.0,0.908772,151.050885,18.027361,80.626315,maize
100,48,16,5.54990242,Sandy loam,25.71895816,67.22190688,74.51490791,0.5504,0.5994,0.8267,0.7497,19.4909,28.284,34.5272,27.6091,15.633,23.1402,28.0974,22.4653,6.3478,15.2721,41.3805,16.088,173.0,0.102367,81.79484,19.791058,79.669918,maize
79,51,16,6.586244581,Loamy,25.33797709,68.49835977,96.46380213,0.5425,0.6148,0.8315,0.7421,20.3428,26.6032,33.6043,27.3436,16.5421,21.5356,27.2698,22.276,8.01,18.3863,48.4087,18.9054,202.0,0.105422,104.963199,17.698115,80.525991,maize
94,39,18,5.893093135,Loamy,23.89114571,57.48775781,102.8301942,0.4412,0.5325,0.7084,0.6301,18.4559,25.0248,30.845,25.3768,14.8722,20.2466,24.8722,20.5985,10.1177,21.8277,53.8572,18.6472,233.0,0.200333,247.675744,18.31522,79.390451,maize
75,49,15,5.918263801,Alluvial,21.53574127,71.50905983,102.4852929,0.583,0.6387,0.8404,0.7819,16.7733,23.3842,28.3361,22.5387,13.5429,19.077,22.9522,18.2316,14.0177,18.2578,51.889,17.3077,513.0,0.060373,214.234634,23.819082,78.669617,maize
78,48,22,5.588650585,Alluvial,23.08974909,63.10459626,70.43473609,0.4995,0.5677,0.7527,0.6842,18.44,22.8081,31.1359,24.4786,14.9765,18.1902,25.3635,19.8607,4.7036,17.6315,34.0129,14.6905,494.0,0.291063,244.696121,22.170793,79.802594,maize
87,54,20,6.576418207000001,Alluvial,25.61707368,63.4711755,108.8303762,0.52,0.5625,0.7653,0.7131,20.5565,26.7961,33.5092,26.4963,16.7139,21.6727,27.1049,21.3729,10.6827,20.1123,56.2424,21.2238,572.0,0.444177,150.840233,21.192393,74.213177,maize
87,35,25,6.178056304,Sandy loam,21.44526922,63.1621551,65.88951188,0.4978,0.5758,0.7631,0.7027,16.8775,22.9596,28.1804,22.253,13.6607,18.6705,22.8191,17.964,1.7405,12.6152,29.8197,10.6693,577.0,0.170367,179.558878,19.271312,81.736566,maize
63,43,19,6.641906353,Alluvial,18.51816776,55.53128131,90.988051,0.4307,0.4836,0.6583,0.6007,14.7298,19.4263,23.9378,20.0184,11.9521,15.7226,19.3083,16.3148,10.0317,20.5271,45.8952,18.321,339.0,0.44948,348.985129,22.046136,80.209296,maize
84,57,25,6.489040367,Alluvial,22.53510514,67.99257471,64.40866039,0.5509,0.6037,0.7867,0.7243,17.9608,23.4783,29.0413,24.1138,14.5805,18.9713,23.4075,19.6068,6.7937,13.054,33.0774,10.8623,231.0,0.004451,35.242645,20.19871,79.771201,maize
64,35,23,5.680361037999999,Sandy loam,23.02038334,61.89472002,63.03843397,0.5157,0.5552,0.7347,0.6821,18.4381,23.8074,29.8913,23.6947,14.9851,19.2033,24.1362,19.0907,6.3454,15.3574,30.5537,15.857,768.0,0.377649,123.288348,20.251709,75.364096,maize
60,46,22,6.625404347999999,Alluvial,24.89364635,65.61418761,87.9298085,0.5224,0.5994,0.8193,0.7175,19.7653,25.3567,32.5827,25.7624,16.0312,20.378,26.3593,20.7837,8.2094,17.4303,44.5624,19.8829,238.0,0.04217,176.606499,20.661227,78.957886,maize
98,44,21,6.524478032,Sandy loam,25.77175115,74.089114,107.4931917,0.5783,0.6855,0.9019,0.8198,20.3519,26.7263,33.6018,27.4867,16.4861,21.5719,27.1588,22.3324,12.5878,23.6587,53.8823,19.8059,537.0,0.45176,152.547431,22.570504,75.182206,maize
75,56,18,5.696205468,Sandy loam,19.39851734,62.35750641,60.95197486,0.5092,0.5517,0.7376,0.6851,14.9546,20.1666,26.4918,21.0746,12.0448,16.2869,21.6422,17.1949,5.4256,13.0376,30.5244,13.0951,507.0,0.444177,330.85445,21.126542,74.252564,maize
86,55,21,6.803931519,Loamy,21.54156232,59.64024162,109.7515385,0.4814,0.5486,0.7189,0.6594,16.4328,23.1115,28.5631,22.4421,13.2015,18.8032,23.1777,18.1337,10.6009,27.1294,55.2645,21.3595,539.0,0.359074,288.542572,23.533847,74.879164,maize
98,35,18,6.252797547999999,Loamy,23.79746068,74.82913698,91.76337172,0.6118,0.6866,0.8919,0.8131,18.8247,25.5573,30.1732,24.9759,15.2551,20.7978,24.2239,20.2164,7.1633,18.1165,48.4757,17.3431,727.0,0.524134,132.239226,15.170436,76.50954,maize
76,57,18,6.092725883,Alluvial,18.9802729,74.52600826,94.26249353,0.6017,0.6668,0.8911,0.8298,15.3673,19.7459,25.7193,20.6899,12.5202,15.9498,20.9742,16.8939,8.9484,17.0077,49.5656,17.9893,199.0,0.383188,317.871219,16.362881,79.524002,maize
99,56,17,6.234330356,Sandy loam,24.10859207,73.13112261,71.07562236,0.5848,0.6464,0.8796,0.8103,19.1874,25.4762,31.4102,25.1846,15.5711,20.6545,25.3831,20.3629,5.3002,16.5905,36.1044,13.2653,86.0,0.274367,353.473184,18.693397,80.199778,maize
60,44,23,5.722579819,Loamy,24.7947077,70.04556743,76.72860067,0.5469,0.6204,0.8423,0.7768,19.9615,27.0039,32.8,26.279,16.2423,22.045,26.6013,21.3201,7.9256,13.9902,39.0656,17.5651,642.0,1.542741,30.135539,23.284689,80.982542,maize
74,48,17,6.430616465,Loamy,21.63162756,60.27766379,69.21803098,0.4798,0.5412,0.7221,0.6577,17.2398,23.6631,28.9451,23.1369,13.9951,19.3368,23.5371,18.8106,8.267,11.8945,30.2637,13.6625,166.0,0.203017,101.011079,21.622535,74.49825,maize
89,60,17,5.983952675,Loamy,25.37548751,57.21025565,101.7004306,0.4596,0.52,0.6927,0.624,20.1492,26.4265,33.6747,27.1873,16.3429,21.3514,27.3309,22.1122,11.5889,19.821,48.9793,21.9562,579.0,0.300488,304.974523,16.242742,75.658734,maize
69,51,23,6.80163854,Loamy,22.21738222,72.85462807,106.6213157,0.6012,0.6555,0.8581,0.8109,17.6798,23.1536,29.5603,22.7943,14.3472,18.7101,24.0059,18.3509,10.2152,20.7179,51.2033,24.7455,376.0,0.34341,273.395354,17.925446,79.297814,maize
96,46,22,6.499936446,Alluvial,20.58314011,69.00128641,66.29390357,0.5503,0.6117,0.833,0.732,16.157,22.1932,27.503,22.1128,13.0695,18.0766,22.3572,17.9962,6.7695,13.7355,33.5261,14.6145,538.0,0.417609,346.488409,19.729294,76.510021,maize
61,60,15,6.265564338,Loamy,24.87502824,68.74248334,91.26056654,0.5316,0.6173,0.8381,0.7569,19.262,26.8056,33.4546,26.4898,15.5308,21.8306,27.2359,21.5148,10.1485,20.1579,48.9102,15.0482,6.0,0.002598,89.347721,16.558642,81.296993,maize
74,58,18,6.727303282,Alluvial,20.03728219,56.35606753,109.024141,0.4424,0.5084,0.6932,0.6125,15.6563,20.9512,26.3207,21.1365,12.6507,16.9437,21.3114,17.129,15.2443,22.9078,53.2668,19.1648,601.0,0.176175,1.707097,18.080943,76.834296,maize
74,43,23,6.325235159,Sandy loam,25.95263264,61.89082199,99.57981207,0.4948,0.543,0.7503,0.6777,20.1318,26.9041,33.3105,26.5215,16.2389,21.7135,26.8223,21.331,9.0994,19.7498,49.9548,18.4116,525.0,0.191225,317.12697,21.947908,79.767396,maize
63,43,17,6.807487794,Alluvial,19.28889933,65.47050802,71.3195307,0.5372,0.5876,0.7781,0.7309,15.3496,20.3109,25.4233,19.8553,12.4563,16.4531,20.6011,15.9976,3.3816,15.6066,35.0217,14.3065,247.0,0.063427,105.70869,20.789782,79.546506,maize
99,36,20,6.671085817000001,Loamy,20.57981887,65.34583901,78.34604471,0.5222,0.5701,0.7892,0.714,17.1572,20.852,27.1446,22.0563,14.0702,16.736,21.9996,17.9404,6.4178,12.5009,36.0106,15.9628,763.0,0.303935,107.708555,20.490689,75.538113,maize
77,36,23,6.648725327,Sandy loam,24.71417533,56.73426469,88.45361858,0.4628,0.4891,0.6709,0.6218,20.2685,25.5043,32.3318,25.9883,16.5614,20.5615,26.1532,21.0455,8.3083,16.2524,43.9643,16.3907,597.0,0.028346,257.034725,17.218672,78.464693,maize
87,60,23,6.439071996,Sandy loam,20.27317074,63.91281869,62.50351892,0.5157,0.5742,0.7693,0.6969,16.0494,21.9923,26.9626,21.4304,13.0085,17.9377,21.8944,17.3758,4.0696,12.5384,33.158,13.2237,35.0,0.014553,119.489813,17.023803,81.783285,maize
60,38,17,6.474476516,Alluvial,18.41932981,64.23580251,76.41312437,0.515,0.5768,0.7718,0.7193,13.9334,19.2362,23.901,18.8265,11.1705,15.5524,19.2962,15.1426,7.5749,11.5189,38.5263,13.5503,511.0,0.205154,189.230352,17.678531,76.312033,maize
94,54,17,5.871647806,Sandy loam,23.39128187,61.74427165,107.3198135,0.4982,0.5438,0.7342,0.6821,18.9054,25.4485,31.2013,24.4358,15.3967,20.7702,25.3535,19.7576,9.4395,23.3023,56.4448,21.9846,102.0,0.078386,135.369213,16.8655,79.639906,maize
95,38,22,5.730617109,Alluvial,19.84939404,61.24500053,100.7689246,0.4981,0.5642,0.7462,0.6626,15.5642,19.9676,26.5686,20.6365,12.5868,15.9977,21.6063,16.6666,11.6639,16.8288,48.2025,19.7239,633.0,0.046674,319.172467,17.853367,76.790425,maize
84,44,21,5.850439831,Sandy loam,21.869274,61.91044947,107.2681929,0.5031,0.5516,0.7349,0.6687,17.068,23.6606,27.8617,23.7705,13.7876,19.2867,22.3944,19.3967,13.3474,21.0352,55.5638,20.2687,432.0,0.275749,19.738435,23.403303,80.363243,maize
77,58,19,5.791649933,Alluvial,22.8056033,56.50768935,101.5952794,0.4549,0.5038,0.6782,0.6207,17.9462,24.1579,30.2055,23.8911,14.5254,19.5968,24.5041,19.33,8.5403,20.2902,49.9249,19.579,547.0,0.088616,323.941363,17.461118,74.974993,maize
66,44,20,6.740000687999999,Loamy,19.0781471,69.02298571,80.72515943,0.5682,0.6282,0.832,0.7435,14.8946,19.8843,25.6266,20.2559,12.0329,16.0687,20.8571,16.4403,9.1944,15.4774,40.148,13.8915,301.0,0.288152,356.880807,21.0896,77.037553,maize
63,35,16,6.272417541,Alluvial,22.02720976,65.35549924,83.73280082,0.5243,0.5946,0.7788,0.7172,16.7495,24.2442,28.0102,22.8181,13.4454,19.8388,22.5034,18.4127,11.8383,17.7482,40.2908,15.8024,409.0,0.224396,201.723896,23.821445,80.54702,maize
79,45,20,5.715208817000001,Alluvial,23.80546189,59.24537979,89.96220140000001,0.4814,0.5539,0.7081,0.6394,17.7572,25.1154,29.9795,25.9749,14.1863,20.3543,24.0282,21.2138,6.8507,16.1537,47.183,18.9858,539.0,0.576555,38.680559,23.59148,80.436927,maize
72,60,25,5.773454729,Loamy,18.52510753,69.0276233,88.10234397,0.5512,0.6238,0.8293,0.762,14.3559,18.6999,24.8571,19.2555,11.5771,14.9949,20.2258,15.5505,14.0989,18.5559,44.6673,16.9341,485.0,0.205154,9.227021,17.614074,76.301043,maize
67,51,24,5.584171461,Alluvial,23.50297882,61.32026065,64.77791424,0.4869,0.5631,0.7485,0.6686,18.8194,24.6635,29.9611,24.3512,15.2939,19.9629,24.0854,19.6506,7.232,12.8528,30.5775,15.7045,422.0,0.109771,223.613598,21.427272,76.770908,maize
86,36,24,5.787268394,Alluvial,26.54986394,72.89187265,73.33636055,0.6145,0.6555,0.8812,0.7998,19.8402,27.989,35.1073,27.9221,15.8577,22.679,28.4698,22.6122,9.4457,15.2384,37.7794,14.3647,506.0,0.322913,18.940253,18.981385,76.051552,maize
76,48,18,5.77597783,Sandy loam,19.29563411,69.63481219,83.21030571,0.5684,0.6333,0.8317,0.7583,15.0979,18.7902,25.3162,20.7342,12.2035,14.9311,20.4923,16.8751,9.5081,17.0315,43.8534,17.4562,463.0,0.017086,261.270582,19.311713,75.616544,maize
75,53,18,6.864793607,Alluvial,20.68899915,59.4375337,103.651438,0.4617,0.5445,0.7184,0.6618,15.8068,22.1546,27.5169,21.9394,12.7034,18.0168,22.3446,17.8016,9.1117,21.7565,50.5428,22.2389,604.0,0.051524,344.439726,19.847201,81.464191,maize
81,45,23,6.192360002999999,Sandy loam,19.32666088,68.03449300000001,84.22969177,0.5514,0.612,0.809,0.7405,15.8142,20.8281,25.2847,20.2207,12.9152,16.9627,20.453,16.3554,9.1259,15.0822,40.7645,16.23,182.0,0.05611,96.985033,21.265542,75.098184,maize
73,45,21,6.636803222999999,Loamy,24.60532218,73.58868502,96.59195302,0.5908,0.6689,0.8754,0.8178,18.4299,25.427,31.4907,25.3656,14.7391,20.506,25.3394,20.4446,9.6616,21.1935,46.7577,18.9307,229.0,0.020056,21.151308,20.541093,78.694644,maize
71,35,24,5.826426917,Sandy loam,22.27373646,59.52193158,67.96704792,0.4561,0.5363,0.7012,0.6727,17.4083,22.7678,29.9146,23.4793,14.0672,18.313,24.3462,19.0246,8.0675,14.1482,27.9445,16.0713,210.0,0.133919,250.775512,17.182122,79.358672,maize
96,54,22,6.960358276,Sandy loam,25.70196694,61.33450447,83.20711308,0.4858,0.5568,0.7636,0.6744,20.3451,26.5003,34.2639,26.7326,16.4898,21.3599,27.8384,21.5922,9.935,17.6524,42.3884,13.1033,199.0,0.362605,185.219391,19.779373,79.103557,maize
99,39,18,6.11275104,Loamy,19.20129357,68.30578978,87.85092352,0.5424,0.6065,0.8196,0.7596,14.7737,20.2375,25.2018,20.239,11.8935,16.3973,20.4015,16.3987,7.7369,19.8122,43.2697,15.8359,445.0,0.021758,131.396062,15.47242,77.306411,maize
62,48,20,6.708446922,Sandy loam,21.70181447,60.47470519,95.71388473,0.4808,0.5395,0.7276,0.6691,16.7611,22.3773,28.6149,22.7182,13.5058,18.0369,23.1895,18.3779,6.8796,20.8916,49.5587,18.9363,215.0,0.007372,312.305528,21.456223,74.804359,maize
86,37,16,5.561510732,Loamy,20.51716779,59.21235483,67.61013737,0.4679,0.5471,0.7229,0.6452,16.29,21.4759,27.4115,21.6417,13.2124,17.3725,22.2822,17.5383,1.8834,15.3745,33.9824,12.8899,177.0,0.858881,60.971317,21.936895,74.041452,maize
94,50,19,5.873242491,Alluvial,23.30355338,73.62548442,97.59081274,0.601,0.6626,0.8605,0.8048,18.6594,24.2436,29.864,23.8584,15.1639,19.5829,24.0381,19.1977,9.4802,20.7206,47.6943,19.2226,615.0,0.051524,164.42904,19.953173,81.432797,maize
76,39,24,6.995843776,Alluvial,24.2547451,55.64709899,64.23845455,0.4597,0.507,0.667,0.5966,18.874,25.6177,32.3539,24.9316,15.2358,20.7668,26.2902,20.0806,7.0773,10.57,33.4602,14.4835,441.0,0.255499,75.790169,18.662167,81.480257,maize
77,52,17,5.714799723,Sandy loam,24.86374934,65.7420046,75.82270467,0.5169,0.5798,0.7953,0.7177,19.7684,26.6697,32.1834,26.4085,16.0388,21.6969,25.9674,21.4358,5.8429,18.4499,37.2541,14.839,327.0,1.138434,43.886881,22.905597,77.819588,maize
74,39,23,6.78073637,Alluvial,22.6265115,65.77472881,88.17251033,0.5162,0.5897,0.7874,0.7233,17.8388,23.5012,28.4161,24.1501,14.4449,18.9759,22.7595,19.6248,10.2989,15.6458,48.9115,17.1087,14.0,0.045305,16.746599,16.795104,81.711312,maize
81,49,20,5.513697923,Loamy,18.04185513,60.61494304,104.2321615,0.4904,0.5527,0.7276,0.6632,14.2192,19.5011,23.8992,19.2399,11.5129,15.8927,19.3887,15.6315,8.0616,22.2828,53.4618,19.6992,475.0,0.26553,12.106651,17.890509,79.167183,maize
63,42,21,5.798423907999999,Alluvial,23.26237612,72.33125523,67.10225139,0.5941,0.6526,0.8704,0.7796,18.37,23.6917,30.6185,25.1704,14.8807,19.0393,24.8029,20.518,4.232,13.5222,33.1047,11.7635,382.0,0.0,118.039349,23.171433,74.715686,maize
99,38,21,6.352471866,Loamy,22.88330922,71.59722446,67.72777298,0.5563,0.6446,0.853,0.8004,17.969,24.8582,29.4043,23.8686,14.5365,20.2815,23.6834,19.292,6.4211,14.007,33.1135,14.6609,292.0,0.26866,354.596213,20.1672,78.281218,maize
90,52,25,6.822586546,Alluvial,25.97482359,69.36385721,103.2234212,0.5574,0.6401,0.8198,0.7729,19.8994,27.8436,33.6865,27.5067,16.0032,22.6487,27.1928,22.3118,11.3188,18.6145,51.1437,20.4928,291.0,0.007636,311.567363,21.508059,81.493355,maize
68,40,19,6.655426355,Sandy loam,26.14384005,66.20569924,107.2361366,0.5312,0.5798,0.7945,0.7265,20.4284,28.4958,35.3256,27.2723,16.5068,23.267,28.7896,22.0435,9.0533,21.8167,53.238,24.1929,487.0,0.009752,125.628139,23.219068,75.400518,maize
60,57,24,6.1212940410000005,Alluvial,18.66116213,61.55327249,75.03247667,0.5078,0.5497,0.7433,0.679,13.5897,19.4609,23.6937,18.9126,10.7906,15.7287,19.0284,15.1804,4.6553,16.1836,41.5649,13.6825,518.0,0.07337,20.344287,22.940205,75.40631,maize
71,52,18,5.790770202999999,Alluvial,25.10787449,55.97732754,78.16077693,0.448,0.5218,0.6588,0.6306,19.9854,26.6072,33.314,26.5995,16.2192,21.5856,27.037,21.5779,6.5331,15.2503,37.1675,16.3434,561.0,0.096478,334.840284,23.276713,81.977374,maize
61,59,17,6.47444292,Alluvial,23.33844615,59.24580604,105.0083144,0.474,0.542,0.7136,0.6727,18.2225,24.8076,30.3967,24.4723,14.7217,20.1399,24.5621,19.8046,8.0,20.0975,51.6307,20.5076,393.0,0.123081,314.870966,18.572951,77.963071,maize
88,38,15,6.455116637000001,Loamy,25.08239719,65.92195844,62.49190812,0.5209,0.5868,0.7851,0.7183,19.5732,26.2459,33.6304,26.8403,15.8109,21.2294,27.3598,21.8238,7.7376,15.141,27.5129,14.0796,516.0,0.241282,81.400834,23.429479,81.697051,maize
65,60,22,6.6069840860000015,Loamy,25.36768364,72.52054555,107.9124111,0.5891,0.6528,0.8771,0.8175,18.992,27.0014,33.0916,26.9283,15.1868,21.9279,26.7496,21.8547,8.3689,19.6746,54.168,18.454,470.0,1.542741,210.147965,23.334357,81.013945,maize
