Soilcolor,Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,longitude,latitude,elevation,slope,aspect
black,5.9,360.0,13.0,0.286,5.4,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.24444444444444,8.87222222222222,-32767,0.0,180.0
other,6.2,361.0,9.0,0.1405,1.6,4.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.37777777777777,9.480555555555554,2271,89.98542559182214,164.05460409907712
brown,5.7,245.0,3.0,0.2039,3.1,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.075,9.494444444444444,2943,89.99391900222838,-133.45184230102203
brown,5.6,505.0,107.0,0.2174,3.6,11.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.87222222222222,8.558333333333332,-32767,0.0,180.0
other,5.6,115.0,6.0,0.2437,2.6,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.33055555555556,9.427777777777775,2541,89.97708755425197,30.256437163529263
brown,5.4,271.0,48.0,0.1572,3.3,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.58611111111111,8.399999999999999,1591,89.98548631878438,43.15238973400541
black,5.9,401.0,4.0,0.171,2.0,5.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.019444444444446,8.624999999999998,1972,89.99218268051392,65.32313682966294
brown,5.7,450.0,6.0,0.2482,3.6,10.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.96666666666666,8.74722222222222,-32767,0.0,180.0
other,5.4,106.0,5.0,0.2142,2.2,10.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.11944444444444,8.549999999999999,2718,89.99774157411738,21.65043281467022
other,6.2,336.0,7.0,0.1693,1.9,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.12222222222222,9.091666666666663,1757,89.99462034938983,-149.53445508054014
red,5.8,326.0,2.0,0.1218,0.9,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.325,9.325,2538,89.99617354086652,80.3112134396332
black,6.0,454.0,5.0,0.2287,1.8,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.28611111111111,8.51111111111111,2334,89.97627458324214,153.434948822922
other,5.5,276.0,8.0,0.2333,2.2,11.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.0,9.433333333333332,2264,89.99816055007993,178.67547808770885
brown,5.4,82.0,8.0,0.2385,2.3,19.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.516666666666666,9.941666666666665,2230,89.98941317078605,176.18592516570965
other,6.0,520.0,85.0,0.197,4.2,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.43888888888889,9.938888888888888,2115,89.93633804896157,126.86989764584402
brown,6.5,272.0,6.0,0.2918,2.0,12.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.80277777777778,8.799999999999999,-32767,0.0,180.0
Yellowish brown,5.72,298.895,25.574,0.23,2.605,14.326,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,38.79166666666666,8.441666666666665,1768,89.94089135900944,-111.80140948635182
black,5.9,353.0,2.0,0.2116,1.7,5.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.730555555555554,8.630555555555555,1855,89.99450617962941,21.25050550713324
other,5.5,112.0,4.0,0.4366,4.0,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.41388888888888,9.105555555555554,2326,89.99773929690392,-20.365536264089
other,6.1,155.0,6.0,0.3835,2.9,11.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.32222222222222,9.29722222222222,2506,89.99820655543687,-134.7717311698466
brown,6.2,338.0,9.0,0.3112,3.5,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.55277777777778,8.152777777777777,-32767,0.0,180.0
other,5.7,445.0,18.0,0.3332,3.1,10.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.59166666666666,8.094444444444443,1975,89.98059230445315,-37.568592028827496
black,6.2,259.0,5.0,0.2485,1.8,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.766666666666666,8.891666666666666,1112,89.94967080084027,161.565051177078
Redish brown,5.89,104.592,7.282,0.23,2.11,11.137,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,39.641666666666666,8.674999999999999,1307,89.98324684857305,-90.0
brown,5.7,382.0,34.0,0.4052,3.0,14.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.57222222222222,9.394444444444444,2879,89.99648485535482,136.78991060824606
brown,6.1,330.0,13.0,0.3525,4.1,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.58888888888889,8.555555555555554,-32767,0.0,180.0
other,5.8,350.0,5.0,0.2667,2.3,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.96666666666666,9.033333333333331,2467,89.98288755501224,-143.74616226255523
brown,5.9,258.0,3.0,0.3302,2.8,11.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.94166666666666,9.874999999999998,1106,89.99495000621478,41.78451600825179
other,6.4,227.0,5.0,0.3736,2.5,12.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.66111111111111,9.22222222222222,1618,89.98691754449288,80.53767779197439
brown,6.15,105.534,5.885,0.23,0.559253,13.458,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,39.63333333333333,9.32222222222222,2402,89.99851629175306,-20.46227152342221
Reddish brown,5.53,90.077,5.05,0.284,3.265,11.474,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,37.44444444444444,9.691666666666665,1532,89.98635257647875,120.96375653207352
brown,5.71,127.07,1.559,0.23,2.129,10.983,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,38.96388888888889,8.830555555555554,1979,89.98863903313378,-55.175510843043206
other,6.0,108.0,2.0,0.284,1.9,5.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.23333333333333,9.658333333333331,2651,89.92882378227155,153.434948822922
other,6.3,176.0,4.0,0.1618,1.3,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.175,8.333333333333332,-32767,0.0,180.0
other,6.1,143.0,7.0,0.2234,2.1,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.5,8.194444444444443,2482,89.95820387171504,66.80140948635182
brown,5.8,354.0,46.0,0.2927,2.9,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.34444444444444,9.65,2375,89.99274315927579,24.22774531795417
brown,5.8,272.0,6.0,0.2764,2.5,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.19444444444444,8.766666666666666,2129,89.97844133520171,28.30075576600638
red,6.2,149.0,5.0,0.3056,1.1,10.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.13611111111111,9.224999999999998,2138,89.9976067602332,-143.5608895711646
red,6.1,199.0,8.0,0.1778,2.0,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.78611111111111,8.233333333333333,2758,89.9705722431999,-146.30993247402023
brown,5.65,142.876,2.055,0.23,1.729,14.182,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,39.81666666666666,9.966666666666663,1809,89.99785107173417,-28.64133023383634
brown,6.58,87.688,7.49,0.23,0.588125,15.738,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,37.67777777777778,8.494444444444444,-32767,0.0,180.0
Reddish brown,5.44,77.649,4.267,0.284,3.002,17.644,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.86944444444444,9.669444444444444,2589,89.96644719576582,-161.565051177078
brown,6.1,189.0,3.0,0.2291,1.8,8.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.15277777777778,9.969444444444443,1729,89.99721732002014,67.91955483246664
brown,6.6,241.0,8.0,0.1575,1.4,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.79444444444445,9.227777777777776,1520,89.99274315927579,-136.8476102659946
other,5.5,223.0,27.0,0.2921,2.9,6.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.63611111111111,9.655555555555557,2674,89.99067417716513,-58.172553423326896
brown,6.0,541.0,149.0,0.2719,6.0,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.03055555555555,9.258333333333333,2825,89.99573917089941,117.9371428265386
other,6.2,173.0,3.0,0.3093,1.9,7.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.98611111111111,8.38611111111111,1601,89.9249736832022,-135.0
other,5.6,184.0,4.0,0.2741,2.5,5.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.769444444444446,8.183333333333332,1696,89.96547444950981,40.60129464500447
brown,5.9,426.0,5.0,0.2375,2.6,9.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.39722222222222,9.269444444444444,2588,89.97365648823572,-114.44395478041652
brown,5.7,126.0,6.0,0.3132,2.0,12.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,37.74166666666667,9.92222222222222,1693,89.99863612230743,-105.40584006023894
brown,6.0,410.0,40.0,0.2171,3.3,13.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.68333333333333,9.03611111111111,2503,89.99497836479915,-6.34019174590991
red,5.9,400.0,8.0,0.2992,4.9,12.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.875,9.099999999999998,1057,89.99164077291955,29.931511840507792
red,5.78,145.527,6.59,0.23,1.35,11.18,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,38.73611111111111,8.455555555555554,1802,89.98682824342174,-24.443954780416536
brown,5.17,109.74,2.586,0.284,2.688,10.666,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,38.25833333333333,8.33611111111111,2600,89.98077019724514,-25.016893478100023
brown,6.0,176.215,2.35,0.23,1.312,12.416,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,39.66111111111111,8.744444444444444,1245,89.9787793418914,143.13010235415598
other,6.1,344.0,90.0,0.1679,3.6,11.0,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.025,8.827777777777776,2833,89.98927586757803,122.61924307119284
brown,5.67,246.058,7.375,0.2992,1.959,19.396,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.93611111111111,9.3,2838,89.99124543853216,-31.504266719204196
black,5.36,281.322,5.241,0.23,1.403,18.04,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,39.1,9.938888888888888,2266,89.9983252646042,-169.69515353123398
brown,5.56,254.987,8.902,0.284,2.811,12.475,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,38.66111111111111,9.483333333333333,2374,89.98917713930778,144.6887865603668
brown,5.56,310.09,8.898,0.23,2.489,17.464,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.27777777777778,8.738888888888887,2113,89.92279855951995,104.03624346792648
brown,5.62,131.747,16.098,0.2375,2.358,19.507,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.26111111111111,9.644444444444444,2650,89.96625922344633,-32.005383208083494
brown,5.3,316.18,7.103,0.23,4.045,23.1,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,37.355555555555554,8.78611111111111,-32767,0.0,180.0
brown,5.75,82.48,8.462,0.1679,3.52,21.88,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.42222222222222,9.594444444444443,1688,89.99854654535278,-179.7383772543052
gray,5.26,360.591,6.197,0.23,3.644,15.852,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,37.81666666666666,9.527777777777777,1790,89.99881456025736,-32.68394342206261
Dark brown,5.45,701.198,56.046,0.23,4.109,18.966,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,39.952777777777776,9.452777777777776,1149,89.99291769802309,32.27564431457763
Reddish gray,5.53,284.279,10.201,0.2992,2.244,21.189,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.21666666666666,8.399999999999999,2532,89.98821882272166,177.87890360333856
black,5.3,223.778,2.901,0.23,2.237,15.243,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,37.50277777777777,8.419444444444443,-32767,0.0,180.0
red,5.64,90.692,3.318,0.1679,3.385,5.141,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,38.54722222222222,8.341666666666665,2025,89.98333889954706,-137.12109639666144
gray,6.75,930.028,129.258,0.23,2.142,21.474,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,37.73888888888889,9.694444444444445,2394,89.99214468602817,105.75117366345305
black,5.75,41.134,9.679,0.1679,2.357,15.121,7.183333333,7.65,10.47666667,9.07,22.33,25.61666667,23.65,20.61666667,2.053333333,4.816666667,8.433333333,3.98,2.073333333,2.613333333,4.836666667,3.63,75.69,0.65,0.46,46.1,74.17,Barley,39.34722222222222,9.441666666666665,3005,89.99399415311288,31.890791801845708
darkbrown,6.0,187.123,9.139,0.284,0.945045,12.3,7.65,7.773333333,10.98666667,9.726666667,9.03,25.14666667,28.24333333,23.80666667,3.413333333,6.96,9.98,5.703333333,1.17,2.243333333,7.52,2.88,81.06,0.69,53.45,6.48,75.83,Barley,38.68611111111111,9.438888888888888,2492,89.9961059915376,7.7335980990228625
