N,P,K,ph,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,soil_Alluvial,soil_Black,soil_Clay,soil_Clay loam,soil_Laterite,soil_Loamy,soil_Sandy,soil_Sandy loam,label
21,9,40,5.956401828,24.51147697,90.64498715,105.6209954,0.7298,0.8214,1.0783,1.0027,19.2375,25.9692,31.8683,25.2532,15.5608,21.0669,25.7404,20.3509,9.6904,23.2907,52.1953,18.8007,856.0,1.162868,226.502927,0,0,0,0,0,0,0,1,19
86,95,49,6.458714879,28.05484146,78.04602887,108.3957179,0.6252,0.6821,0.9333,0.8433,22.0552,29.643,35.8558,29.0218,17.847,24.032,28.8421,23.4108,15.8886,20.5935,50.2232,22.4475,633.0,0.216643,52.149859,0,0,0,1,0,0,0,0,1
7,56,18,5.698371311,18.31357543,24.32991649,76.14153904,0.1948,0.2085,0.3015,0.254,15.2183,19.2043,24.182,19.2463,12.4712,15.5416,19.6036,15.5835,5.2362,16.1751,36.489,16.6313,483.0,0.326726,296.09099,0,0,0,1,0,0,0,0,9
15,11,38,6.630646082999999,23.12808226,92.68328358,109.3930157,0.7345,0.8198,1.112,1.0093,17.9419,24.4563,29.9555,24.021,14.4726,19.8307,24.1734,19.3953,10.7901,22.9789,54.6257,21.3072,461.0,0.467311,13.412113,0,0,0,0,0,1,0,0,19
5,65,19,6.978361689,18.28072173,68.10365387,48.80253285,0.5318,0.6189,0.8034,0.7448,15.3204,19.9782,23.5092,19.9478,12.5783,16.322,18.939,16.2917,5.4276,10.1119,25.9414,7.4824,139.0,0.002822,126.049441,0,0,0,0,0,0,0,1,10
9,8,15,7.994465371,14.34320488,94.35734702,110.22231229999998,0.7479,0.8426,1.1363,1.0508,10.8972,15.9258,19.2499,15.0672,8.7457,13.0571,15.6641,12.1986,10.579,25.363,56.6074,23.1784,283.0,0.192793,228.429602,0,0,0,0,0,0,0,1,16
44,76,22,7.775306272000001,27.26458947,68.01232937,68.91754359,0.5401,0.6108,0.8127,0.7603,22.1587,29.6239,36.1334,29.2684,18.069,24.1709,29.3172,23.8155,10.9628,12.6284,32.1457,14.0945,0.0,0.0,175.249767,0,0,0,0,0,1,0,0,2
119,5,55,6.168757984,29.68846716,94.30111601,26.83924845,0.7577,0.8592,1.1346,1.0509,22.7506,31.2423,39.3418,31.264,18.2973,25.3046,31.9196,25.3263,1.4931,9.6281,12.74,5.2784,371.0,0.134946,115.451767,0,0,0,0,0,0,0,1,15
81,53,42,5.17782304,23.67575393,81.03569343,233.7034975,0.66,0.737,0.955,0.8784,18.6319,24.6742,31.6488,24.2997,15.0805,19.9391,25.7299,19.5646,24.4576,41.0436,116.1269,49.0624,451.0,0.326758,50.852083,0,0,0,0,0,1,0,0,20
84,39,35,6.959404135,23.17714381,52.13864034,117.3113562,0.4222,0.4627,0.6224,0.5718,17.9121,23.9064,30.8867,24.6703,14.4355,19.271,25.0924,20.0349,12.1211,24.3694,58.5174,22.8636,0.0,0.0,314.835138,0,0,0,1,0,0,0,0,5
76,44,45,6.740947635,25.4879684,84.48235878,168.7848886,0.6654,0.7629,1.0176,0.9249,20.342,26.6823,34.8865,26.9772,16.5188,21.5847,28.5145,21.8796,12.0199,33.5268,84.6867,35.6159,75.0,1.185501,23.221051,0,0,1,0,0,0,0,0,8
22,37,20,6.605733067999999,27.62749466,86.49366929,39.26137642,0.6793,0.7683,1.038,0.9556,20.8782,28.929,36.1449,28.4188,16.7341,23.4035,29.2381,22.8933,2.1484,8.5302,21.9112,7.8243,178.0,0.122203,241.542906,0,0,0,0,0,0,0,1,14
104,18,30,6.779832611000002,23.60301571,60.39647474,140.9370415,0.4765,0.5536,0.7304,0.667,18.4406,24.7841,30.5196,25.1592,14.9001,20.0635,24.6189,20.4386,14.5594,22.9304,70.5694,27.9179,0.0,0.0,36.037692,0,0,0,0,1,0,0,0,5
16,10,41,6.738993954,24.77464458,85.63608688,105.7595811,0.6861,0.7776,1.0342,0.9489,18.927,25.4782,31.2705,25.4895,15.2108,20.5233,25.0769,20.5346,11.0717,20.3553,50.6459,20.4576,538.0,0.029778,335.67618,0,0,0,0,0,1,0,0,19
34,60,23,5.659254981,20.12574053,24.96969858,100.0497183,0.2028,0.2275,0.2938,0.2982,15.8444,20.9606,25.9919,21.3118,12.8255,16.9354,20.9604,17.2866,13.6318,18.9915,49.0673,18.5779,5401.0,1.248303,174.240363,0,0,0,0,0,1,0,0,9
34,60,22,5.635231778,17.66148158,18.15302753,100.6711761,0.1319,0.1672,0.1939,0.2051,14.5332,18.1583,22.8822,19.0013,11.8839,14.626,18.4668,15.469,9.3682,22.5947,49.5111,20.9906,948.0,1.350568,12.108393,0,0,0,1,0,0,0,0,9
18,58,16,4.962661422,21.47607807,38.80023714,180.382234,0.3161,0.3563,0.4571,0.4088,16.855,22.5254,28.5914,22.3232,13.6336,18.2302,23.2224,18.028,16.7235,42.3023,89.3436,35.4163,623.0,0.464448,86.150004,0,0,0,0,0,0,0,1,18
0,5,36,6.152906502,24.35193812,90.88612388,105.529185,0.7334,0.8231,1.0969,1.0198,19.479,26.3444,31.5826,25.5202,15.8262,21.4741,25.4946,20.6498,7.2305,22.6052,55.0174,21.194,616.0,0.218796,306.610279,0,0,0,0,0,1,0,0,19
133,47,24,7.231324765,24.40228894,79.19732001,90.8022356,0.6328,0.7348,0.9685,0.8811,19.2205,25.216,31.9402,25.5767,15.5602,20.3355,25.8396,20.6962,5.8449,18.6372,44.6086,17.359,26.0,0.122559,105.057802,0,1,0,0,0,0,0,0,6
59,62,52,6.608667683999999,43.67549305,93.10887229,103.8235658,0.7343,0.8457,1.1173,1.0169,34.2197,45.5631,56.8627,45.7716,27.6684,36.828,45.9438,37.0365,10.3027,22.1102,53.1888,18.5799,0.0,0.0,213.566882,0,0,0,0,0,0,0,1,17
5,65,16,5.866744372,21.32776028,18.48522915,109.1013261,0.1456,0.1751,0.2188,0.198,17.0009,22.8138,27.953,22.5742,13.8017,18.5483,22.6211,18.3087,13.6965,19.888,52.5395,23.1311,177.0,0.00408,176.664357,0,0,0,0,0,0,0,1,9
112,25,51,6.932537231,25.04746944,85.5667282,56.72496677,0.6826,0.7725,1.0236,0.9382,19.7676,25.9157,32.7969,26.0533,16.0105,20.9062,26.535,21.0438,2.2994,10.8468,26.6353,11.3553,527.0,0.28118,53.516297,0,0,0,0,0,0,0,1,21
94,50,19,5.873242491,23.30355338,73.62548442,97.59081274,0.601,0.6626,0.8605,0.8048,18.6594,24.2436,29.864,23.8584,15.1639,19.5829,24.0381,19.1977,9.4802,20.7206,47.6943,19.2226,615.0,0.051524,164.42904,1,0,0,0,0,0,0,0,11
6,63,23,5.906596905,26.01630259,49.94704718,160.33374469999995,0.407,0.4424,0.6096,0.5537,19.2957,27.5313,33.9409,28.3584,15.3932,22.328,27.4368,23.1552,16.3017,31.2978,79.4094,29.5154,487.0,0.075154,302.675957,0,1,0,0,0,0,0,0,18
5,59,15,5.97229163,18.87492997,20.18238348,134.1811718,0.1644,0.1701,0.2488,0.2304,15.4388,19.963,23.9976,20.7434,12.6076,16.1881,19.2789,16.9684,15.9534,24.17,69.4678,29.1619,366.0,1.732435,46.319497,0,0,0,1,0,0,0,0,9
31,6,26,5.741367375,29.12859129,91.30924833,157.2388553,0.733,0.8058,1.0875,1.0112,22.408,30.8546,37.9193,30.7697,18.0387,25.0288,30.6372,24.944,20.3315,29.9958,77.8436,33.6313,892.0,0.450772,110.890263,0,0,0,0,0,1,0,0,4
105,77,52,5.816622478999999,29.16226551,76.16151562,100.0075679,0.606,0.6809,0.9211,0.8302,23.0209,31.0021,38.111,30.8614,18.6466,25.1696,30.8205,25.0289,10.9842,21.0067,50.3432,18.3589,222.0,0.0,146.469939,0,0,0,0,0,1,0,0,1
18,125,203,6.160267496,22.44307715,91.59234006,102.5565807,0.7348,0.8175,1.0948,1.0188,17.3352,23.1955,29.4082,23.358,13.9688,18.7069,23.7974,18.8694,9.1569,21.518,51.8011,18.5636,4576.0,3.732027,182.04051,0,0,0,1,0,0,0,0,0
37,36,26,4.650536197,32.89300162,52.61323969,94.49161372,0.4035,0.481,0.6221,0.5982,25.9588,34.3036,42.7705,35.0156,21.0248,27.725,34.5473,28.437,14.3327,18.8277,50.4172,19.0092,331.0,0.39846,105.042768,0,0,0,0,0,1,0,0,12
37,73,21,5.560224582999999,29.50304807,63.46513414,189.5208915,0.5212,0.5617,0.7621,0.7107,23.3235,30.7289,38.2193,30.2312,18.898,24.8283,30.8435,24.3306,19.6716,37.2205,93.6321,36.9088,573.0,0.5934,342.681454,0,0,0,0,0,1,0,0,18
35,66,47,6.953439161,31.7018373,91.66232213,48.83810592,0.7414,0.8224,1.1048,1.0042,24.5888,33.5866,41.2589,33.1462,19.8335,27.2462,33.3335,26.8058,4.3758,12.8956,23.4416,11.2448,82.0,0.222483,282.30273,0,0,0,0,0,1,0,0,17
120,16,51,6.547041902999999,27.99901833,91.64193051,23.28618248,0.7367,0.8207,1.103,1.0131,22.0546,29.9629,36.995,28.8849,17.8547,24.3631,29.9952,23.2851,4.0347,5.6561,10.6842,1.2435,470.0,0.136384,355.946018,0,0,0,0,0,0,1,0,15
20,60,78,6.358740355,18.17234999,14.70085967,90.7760707,0.1296,0.1294,0.1678,0.1497,14.5235,18.7262,24.7187,19.1832,11.7976,15.0918,20.1756,15.5487,6.3343,16.5877,44.2769,17.3639,347.0,0.006038,62.224489,0,1,0,0,0,0,0,0,3
36,56,83,7.4526709,18.89780215,19.76182946,69.09512477,0.1586,0.1801,0.2503,0.2047,15.3612,20.3799,24.6546,19.9397,12.5265,16.6003,19.9302,16.1602,7.3677,15.6271,35.1891,14.3929,437.0,0.022744,113.956226,0,0,0,0,0,1,0,0,3
12,19,31,5.566704378,27.25373364,52.66319725,91.87312479,0.4197,0.4761,0.6361,0.5931,21.3677,28.3027,35.7581,28.3731,17.2797,22.8519,28.9447,22.9224,8.7375,18.5069,45.0769,19.4933,310.0,0.006256,102.975062,0,0,0,0,0,1,0,0,12
11,71,17,5.74644777,19.9191786,21.47324158,82.68554379,0.1803,0.1853,0.2677,0.2405,15.7579,21.2064,25.9474,21.2704,12.77,17.2226,20.9676,17.2866,9.6543,12.7211,44.1297,17.2964,1075.0,0.302254,9.722788,0,0,0,0,0,0,0,1,9
120,8,46,6.732834334,29.55657523,90.70937262,28.36535596,0.7216,0.8066,1.0871,0.9906,23.4551,30.9977,37.8888,31.2055,19.0216,25.0864,30.4997,25.2941,1.2484,7.7308,15.4029,6.9936,467.0,0.293409,337.874443,0,0,0,0,0,0,1,0,15
113,38,25,7.388265887999999,22.00085141,79.47270984,90.42224164,0.6471,0.7057,0.9701,0.8671,16.9646,22.3344,29.3435,23.8083,13.6645,17.9342,23.8433,19.4081,12.7511,16.3191,43.0506,18.7567,0.0,0.0,186.502382,0,0,0,0,0,0,0,1,6
8,136,201,5.6092559920000005,41.65602996,82.22118237,74.19664838,0.6686,0.7456,0.9946,0.9042,31.5886,43.5995,54.7097,43.5152,25.3402,35.2683,44.2957,35.184,8.4634,12.8832,30.9097,14.4467,409.0,0.02792,53.653352,0,0,0,0,0,0,0,1,7
113,85,45,6.037430836,27.94972463,76.63713353,109.0921631,0.5918,0.6843,0.9229,0.8698,22.1896,29.7565,37.3194,29.2641,17.9971,24.1665,30.332,23.6741,7.206,19.8427,56.2903,20.6094,568.0,0.032863,137.157177,1,0,0,0,0,0,0,0,1
31,55,22,5.873171894,22.91350245,21.33953114,109.225556,0.1612,0.1766,0.2497,0.239,18.9933,24.4412,30.3722,24.4313,15.5562,19.8585,24.6438,19.8486,9.2539,20.5796,54.1408,22.3787,1345.0,1.350568,192.128639,0,0,0,1,0,0,0,0,9
14,57,15,6.623438282,29.8757015,83.14796296,40.12044158,0.6648,0.7517,0.9904,0.9076,23.5251,30.362,38.7926,29.5689,19.0437,24.3869,31.3237,23.5938,5.5115,7.4441,19.6311,6.2725,317.0,0.191288,341.135059,0,0,0,0,0,0,0,1,14
35,55,22,8.634929739,30.88883074,52.62696801,55.51932414,0.4155,0.4609,0.6355,0.5803,24.7239,32.3868,41.0255,32.5956,20.0906,26.2091,33.3033,26.4178,5.5763,8.7977,29.8598,7.6518,43.0,0.018609,195.641068,0,0,0,0,0,1,0,0,13
1,30,29,6.4341977560000005,28.33333307,51.39586505,91.67241761,0.4145,0.4566,0.6308,0.5579,23.0316,30.1193,36.8711,28.8555,18.7816,24.4526,29.7878,23.1888,10.3644,21.1104,46.7208,14.7646,160.0,0.00633,336.802559,1,0,0,0,0,0,0,0,12
15,133,199,5.8247786360000005,23.99686172,91.61001707,117.6102915,0.7367,0.8273,1.115,1.0154,18.8787,24.4568,31.3024,25.3045,15.2791,19.6574,25.3032,20.5051,10.5809,27.9445,57.3006,23.5052,310.0,0.417452,356.378391,0,0,0,0,0,0,0,1,0
96,54,22,6.960358276,25.70196694,61.33450447,83.20711308,0.4858,0.5568,0.7636,0.6744,20.3451,26.5003,34.2639,26.7326,16.4898,21.3599,27.8384,21.5922,9.935,17.6524,42.3884,13.1033,199.0,0.362605,185.219391,0,0,0,0,0,0,0,1,11
3,72,24,6.03160778,36.51268371,57.92887167,122.6539694,0.4629,0.5187,0.7017,0.6448,29.0072,37.9844,47.5534,38.1286,23.5303,30.6818,38.4252,30.8261,9.4745,21.339,64.1816,20.7027,399.0,0.259105,53.496808,0,1,0,0,0,0,0,0,18
32,57,22,6.769415887999999,28.6899851,87.50436797,44.56598352,0.6788,0.7936,1.0635,0.9627,22.3776,29.969,38.0531,30.3597,18.0741,24.231,30.8806,24.6217,2.9845,8.8333,24.3993,6.9516,256.0,0.416479,310.404646,0,0,0,0,0,0,0,1,14
99,55,35,6.501697816,21.7238313,80.2389895,277.9626192,0.6589,0.7167,0.9739,0.879,16.0666,22.7617,28.4937,22.8852,12.808,18.4169,23.0628,18.5404,28.2183,56.3908,139.2098,55.4786,94.0,0.028799,12.385205,0,0,0,0,0,1,0,0,20
67,45,38,7.300410836,22.72791041,82.17068809999998,260.8875056,0.6693,0.7312,0.9924,0.9194,17.5795,23.5789,29.5543,23.1064,14.1703,19.0334,23.8723,18.5609,28.9298,53.1203,130.8496,55.7693,207.0,0.176985,262.759455,0,0,1,0,0,0,0,0,20
63,42,21,5.798423907999999,23.26237612,72.33125523,67.10225139,0.5941,0.6526,0.8704,0.7796,18.37,23.6917,30.6185,25.1704,14.8807,19.0393,24.8029,20.518,4.232,13.5222,33.1047,11.7635,382.0,0.0,118.039349,1,0,0,0,0,0,0,0,11
106,40,30,6.779984384,23.42611644,64.10651528,122.6847408,0.5337,0.5729,0.7665,0.7021,18.3581,24.6821,30.8352,24.7191,14.8442,19.9969,24.9786,20.0339,11.5268,26.1038,57.4904,24.4155,628.0,0.146075,126.733593,0,0,0,1,0,0,0,0,5
84,27,29,7.167092586,23.32293161,53.00366334,168.26442869999997,0.4286,0.4733,0.6441,0.5745,17.9251,24.0145,30.1552,25.1152,14.4267,19.3499,24.3245,20.4506,15.3409,32.3221,83.9046,30.1978,0.0,0.0,204.382406,0,0,0,0,0,1,0,0,5
87,60,23,6.439071996,20.27317074,63.91281869,62.50351892,0.5157,0.5742,0.7693,0.6969,16.0494,21.9923,26.9626,21.4304,13.0085,17.9377,21.8944,17.3758,4.0696,12.5384,33.158,13.2237,35.0,0.014553,119.489813,0,0,0,0,0,0,0,1,11
29,144,204,5.800448951,22.43324518,92.48667725,119.1025189,0.7574,0.8393,1.0966,1.0161,17.1831,23.5571,29.409,23.8665,13.8181,19.0705,23.8007,19.3799,12.9518,24.3689,59.0102,25.6252,3181.0,0.874195,317.639282,0,0,0,1,0,0,0,0,0
11,44,17,8.016210782,26.34043268,55.59160391,35.1051197,0.4353,0.4943,0.6735,0.6058,20.6348,28.1219,34.8405,28.1608,16.6838,22.8538,28.2554,22.8927,6.1756,8.0166,14.164,6.3054,249.0,0.12985,109.933353,0,0,0,0,0,1,0,0,13
21,63,17,5.979973965,15.77370214,19.2303162,108.3441414,0.1454,0.1722,0.2302,0.2081,12.9265,16.5165,21.1778,16.6745,10.5605,13.3617,17.2344,13.5198,7.8364,22.7655,57.8831,18.4457,789.0,0.72453,277.871832,0,0,0,1,0,0,0,0,9
86,55,21,6.803931519,21.54156232,59.64024162,109.7515385,0.4814,0.5486,0.7189,0.6594,16.4328,23.1115,28.5631,22.4421,13.2015,18.8032,23.1777,18.1337,10.6009,27.1294,55.2645,21.3595,539.0,0.359074,288.542572,0,0,0,0,0,1,0,0,11
22,43,24,4.52363558,25.42517036,53.22082660000001,46.19374559,0.4213,0.4697,0.637,0.5811,20.3678,26.6739,33.2987,26.7343,16.554,21.5888,26.9424,21.6492,4.8974,9.0114,23.1604,11.7842,319.0,0.184573,158.219814,0,0,0,0,0,0,0,1,13
91,12,46,6.343942518,24.64458469,85.49938185,48.31219031,0.6846,0.7721,1.025,0.9447,19.9019,25.9546,33.023,24.9972,16.2052,21.0257,26.8618,20.0683,2.2147,11.0805,28.3581,8.0654,0.0,0.0,67.315903,0,0,0,0,0,0,1,0,21
16,18,26,5.568365926,28.43647052,91.81320717,145.54144130000003,0.7348,0.8378,1.1093,1.0125,22.2034,30.0148,37.608,29.1518,17.9379,24.3275,30.4989,23.4645,15.024,26.9109,74.7424,32.5404,1165.0,0.916416,348.938812,0,0,0,0,0,0,0,1,4
83,41,43,6.254028451,21.0525355,82.67839517,233.1075816,0.6554,0.7452,0.9798,0.9079,16.6784,21.9125,28.4245,21.1291,13.5205,17.702,23.1613,16.9186,23.4504,47.9458,120.8199,47.7982,369.0,0.218775,182.247375,1,0,0,0,0,0,0,0,20
44,59,78,7.599033472,20.67526473,19.85388984,84.78344008,0.1527,0.1858,0.2426,0.2206,17.4226,20.769,26.9501,21.9218,14.3213,16.634,21.7813,17.7867,5.4083,13.1904,42.7621,19.5144,323.0,0.016554,307.044386,0,0,0,0,0,0,0,1,3
35,64,15,6.500144962,28.47442276,63.53604453,69.5274407,0.514,0.5664,0.7731,0.6864,22.58,30.4937,37.7082,29.8662,18.3089,24.7988,30.5896,24.1713,9.7484,13.7015,36.6417,11.9076,697.0,0.043976,85.59628,0,0,0,1,0,0,0,0,2
35,18,26,5.279388967,31.99490489,50.84881347,97.38741498,0.4021,0.4445,0.6277,0.5641,25.8384,32.5725,42.1822,33.4793,21.0392,26.1735,34.1834,27.0803,9.7829,20.6971,51.3796,18.8443,0.0,0.0,280.704946,0,0,0,0,0,0,0,1,12
35,142,203,5.895319002000001,21.17089176,90.23730166,123.6495149,0.7236,0.8036,1.0851,1.0145,16.2332,22.4826,27.8712,22.4017,13.0576,18.2484,22.5784,18.1676,11.9854,24.9101,61.9829,29.8525,292.0,0.044241,175.168991,0,0,0,0,0,1,0,0,0
6,68,18,6.711341147000001,24.388717,62.50453062,47.26052494,0.5001,0.5678,0.7365,0.6832,19.6056,26.1053,32.0347,25.477,15.9473,21.2276,25.9376,20.5993,3.6098,7.9152,25.002,9.3864,635.0,0.124276,144.674563,0,0,0,1,0,0,0,0,10
54,66,52,6.867554147000001,36.56769731,93.79503425,104.4218596,0.7565,0.8543,1.1252,1.021,28.7741,38.6966,47.4176,38.789,23.2889,31.3831,38.2756,31.4755,10.9113,19.5875,51.5514,22.9251,0.0,0.0,338.943096,0,0,0,0,0,1,0,0,17
28,6,40,6.769855664,22.10621387,91.34039616,106.8704803,0.7397,0.8151,1.1,1.0065,17.939,22.6685,28.2263,23.7928,14.6231,18.2473,22.6997,19.3716,8.6505,23.3264,54.1603,18.6877,406.0,0.02792,233.666278,0,1,0,0,0,0,0,0,19
55,67,16,6.596719015,34.37329112,69.69366426,70.27184748,0.5421,0.6326,0.8511,0.7748,27.4025,36.2402,44.9194,36.7563,22.2465,29.3656,36.3261,29.8816,6.3006,17.0403,33.8179,12.2275,465.0,0.090151,226.580723,1,0,0,0,0,0,0,0,2
37,52,47,6.54277684,43.08022702,93.90305729,211.8529059,0.751,0.8489,1.1176,1.0352,35.1812,44.9731,57.0181,46.2495,28.7192,36.357,46.2481,37.6335,20.5602,43.1437,105.3015,42.0255,64.0,0.020163,218.000073,0,0,0,0,0,1,0,0,17
82,20,54,6.541150335,29.34033587,90.01506395,21.44532907,0.7202,0.8192,1.0808,1.0087,22.8185,31.5537,38.6936,31.0065,18.4175,25.6856,31.3586,25.1384,3.5964,2.8462,8.0584,4.3539,324.0,0.058592,121.793297,0,0,0,0,0,0,0,1,15
13,8,12,7.105904818,25.16296632,92.54736032,114.3117197,0.7562,0.8394,1.1027,1.0381,19.9677,25.5437,33.3826,25.9446,16.1932,20.5111,27.0918,20.912,11.3478,27.1385,54.992,22.2077,327.0,0.040991,294.19993,0,0,0,0,0,1,0,0,16
28,37,28,6.097869767000001,32.13409675,50.52559148,98.63333684,0.3942,0.4758,0.6098,0.5614,25.1296,33.8413,42.8961,34.1404,20.3095,27.4145,34.8625,27.7136,10.5626,18.477,47.9946,19.7984,155.0,0.001533,233.700773,0,0,0,0,0,0,0,1,12
24,30,11,6.601395755,32.39523995,94.51768464,113.25373,0.7686,0.8468,1.1487,1.0402,25.5976,33.7592,42.432,34.494,20.7383,27.2801,34.3332,28.015,6.6354,21.9781,57.9738,19.852,363.0,0.194518,157.706634,1,0,0,0,0,0,0,0,16
52,68,78,6.89655198,17.48504075,16.96070581,86.05078037,0.1598,0.1534,0.2043,0.1899,13.2044,18.6604,22.4732,17.7384,10.5816,15.1633,18.1019,14.2414,11.6379,16.7857,43.5409,16.8996,168.0,0.01695,35.92539,0,0,0,0,0,0,0,1,3
10,59,15,6.32400451,29.83040388,89.30428305,58.86687093,0.7128,0.8141,1.0802,0.9758,24.2379,32.0497,39.3749,30.7653,19.7634,26.0836,31.9173,24.7992,7.1234,8.9555,31.2172,13.7625,422.0,0.018652,78.412683,0,0,0,0,0,1,0,0,14
29,16,36,5.7403380020000006,19.81069447,88.92944254,102.860084,0.7205,0.7881,1.0783,0.9848,14.9622,20.5966,25.4823,20.7166,11.9906,16.6344,20.5296,16.7544,10.138,15.617,50.6244,24.1834,477.0,0.210274,142.709747,0,0,0,0,0,1,0,0,19
34,71,79,7.728998197,17.927806,15.85622899,74.63872762,0.1374,0.1339,0.2046,0.1654,14.4375,18.8982,24.1236,18.8472,11.7483,15.3127,19.6417,15.2616,8.1991,13.5033,36.8431,17.2733,496.0,0.004672,152.093533,0,0,0,0,0,0,0,1,3
109,79,45,6.490074429,27.66752761,79.68542782,108.66464,0.6451,0.7302,0.9562,0.8887,22.5288,29.3448,35.6207,29.6662,18.3787,23.8112,28.7038,24.1327,12.5324,19.558,50.01,20.8662,558.0,0.36602,77.487462,0,0,0,1,0,0,0,0,1
40,126,201,6.116982944,11.36300891,80.03100049,71.18289431,0.6502,0.7263,0.9492,0.8734,9.0314,12.1079,14.839,11.6663,7.3269,9.8353,11.9982,9.3937,8.8962,16.78,38.1937,10.6442,467.0,0.009748,212.334681,0,0,0,0,0,1,0,0,7
83,7,45,6.704104127000001,29.08417927,90.73891887,25.33014238,0.7291,0.8111,1.0874,1.0069,23.4416,30.3662,38.8382,31.4272,19.079,24.5494,31.5672,25.6104,0.3107,5.1719,12.4888,6.2142,319.0,0.357049,319.122492,0,0,0,0,0,0,1,0,15
88,46,42,6.604993475,22.68319059,83.46358271,194.2651719,0.6815,0.7494,0.9872,0.9082,17.7142,23.8801,29.2236,23.3939,14.3118,19.3435,23.5528,18.8572,19.1264,38.8842,100.3216,34.5463,75.0,0.029489,178.319238,1,0,0,0,0,0,0,0,20
95,55,42,5.950660556,26.79533926,82.1480873,193.3473987,0.6747,0.7458,0.9926,0.8918,22.1317,28.6209,34.6864,27.2557,18.1124,23.2618,27.9876,21.8967,18.8368,41.4067,98.7905,34.591,437.0,0.156974,163.834066,1,0,0,0,0,0,0,0,20
27,80,15,5.7883869510000014,19.07096165,21.21092266,86.21917578,0.1748,0.1974,0.2587,0.2207,14.572,19.0403,24.5337,20.0733,11.7113,15.2261,19.766,16.2592,8.6913,18.8654,41.3966,13.6576,524.0,1.600886,91.076529,0,0,0,0,0,1,0,0,9
108,35,25,6.971963169,23.98143338,61.10935084,161.5279095,0.4832,0.5518,0.7464,0.6732,19.0203,25.0356,32.0036,25.4391,15.4231,20.2393,26.0083,20.6428,13.9343,32.8049,81.4365,33.84,17.0,0.062818,17.906315,0,0,0,0,1,0,0,0,5
2,47,15,6.401455706,29.86860065,85.99127934,58.41394143,0.6997,0.7722,1.032,0.933,23.1645,30.7442,39.2852,30.6464,18.6842,24.7705,31.818,24.6726,5.2424,14.5591,32.4814,8.4511,528.0,0.216196,336.989015,1,0,0,0,0,0,0,0,14
57,58,77,7.978996755,18.72649425,17.58406365,81.20176515,0.1379,0.1773,0.2094,0.2082,15.5286,19.5129,25.6879,18.9045,12.7196,15.7676,21.0063,15.1592,7.6334,19.4923,41.1921,13.9048,426.0,0.14224,266.250429,0,0,0,0,0,0,0,1,3
84,40,42,6.704273839,26.2830571,73.35763537,186.6898282,0.586,0.6683,0.8851,0.806,20.9561,27.9587,35.4595,27.2167,17.0137,22.7021,28.8887,21.9601,20.6917,36.9273,93.8395,37.5667,1856.0,9.960172,329.423998,1,0,0,0,0,0,0,0,8
3,49,18,3.692863601,27.91095209,64.70930606,32.67891866,0.5114,0.5802,0.7607,0.7112,21.4228,29.0325,36.4725,28.888,17.2362,23.4503,29.4948,23.3058,1.3838,8.2101,18.6196,7.4289,57.0,0.01315,56.011085,0,0,0,0,0,0,1,0,13
9,51,19,5.49091063,27.04453473,49.32609633,48.25207759,0.396,0.4536,0.5993,0.5386,20.9974,28.8811,35.3148,27.8558,16.9407,23.4722,28.5536,22.4469,4.9719,10.6384,23.9421,9.8195,541.0,0.091565,80.037255,0,0,0,0,0,0,0,1,13
39,25,36,5.567805185,18.90223032,94.99897537,107.6103211,0.7458,0.8438,1.14,1.0395,14.6124,20.4662,25.6496,19.9089,11.7771,16.6858,20.924,16.1284,12.207,23.1659,52.1692,20.2886,513.0,0.040197,296.251361,0,0,0,0,0,0,0,1,19
38,15,30,5.075504537,28.91862016,48.13974548,97.01331604,0.3791,0.431,0.5803,0.5307,22.9066,30.7443,38.0956,31.0077,18.5688,24.9605,30.8659,25.224,8.0498,19.2425,45.648,18.9974,100.0,0.025566,19.79255,0,0,0,0,0,1,0,0,12
100,35,36,6.346715209,25.31042337,72.01364411,190.5577618,0.5644,0.6531,0.8422,0.7884,21.2257,27.1676,34.0523,27.1618,17.4291,22.1055,27.7247,22.0997,21.016,36.8109,93.9123,41.3045,7.0,0.001532,27.228507,1,0,0,0,0,0,0,0,8
37,55,82,8.423873703,19.45591848,18.02235902,78.44910564,0.1328,0.1583,0.2037,0.169,15.6692,20.0262,25.2971,20.1484,12.7508,16.135,20.4331,16.2572,7.6219,14.8626,38.9692,19.7958,367.0,0.003139,226.041955,0,0,0,0,0,1,0,0,3
54,67,52,6.586107335,35.67667332,93.30641944,141.3381168,0.7422,0.8347,1.1147,1.0378,27.5065,36.9459,46.9491,37.7557,22.155,29.8106,38.0299,30.6204,15.9396,28.4109,72.2428,28.1044,27.0,0.003305,190.213838,0,0,0,0,0,1,0,0,17
21,63,22,6.859409487000001,25.09737391,67.72837887,74.61649888,0.5387,0.6157,0.8254,0.7466,18.7869,26.6225,32.6123,26.4993,15.0223,21.6031,26.3379,21.4798,9.2238,14.1723,36.3136,17.8467,324.0,0.042413,298.890745,1,0,0,0,0,0,0,0,2
